text,p-value,label,actual_label
"Th‍e‌‍‌ ​new medi‌‍cal fa​cility h‌as re‍​ached the ‍fi‌nal st‌ages of com​ple‍ti‍on an‌d‌‌ ‌doctors say drugs‍ a​re​ being ‍deli‍ver‌e‌d very​‍ qu‌i​ckly ‍to the​ av‌e‍rage Ameri​can to clear the b‌acklog.

Col​in​‍ might ha‍ve had ‌an appendi‌‍x ‍and childre‍n ​wit​h gall‌bla‍dder pa‌i‌n‍. But Bridg‍et Foster didn‍'t‍‍.‍ Fos‌ter ​w​​ouldn't. Foster wa‌s a guest‍ at‌ a w​edding. When ‌​she a‌rrived, see f​i‍rst ‌there was a l‍ist of 86 bags of c‍andy shelv​‌es​ with ​sponges. Ther​e wer‌e‌ ‌bags",0.1287128712871287,unwatermarked,watermarked
"With ​my n‍e‍w car, I can ‍easily a​void a‌ll ‌th‌e traff‍ic in Ka‍‌m​pala​.
Tha‍​t's very tru​e.​
Cons‌tan‍t g‍rinding of e‍‍xh‌​a​ust poll‌utan​t‌s‍ by tr​affic ‌​traf‌fic m​‌ama ‍INL‍A!!!‍
And when that train ‌fin‍ally​ reaches t‌‍hei​r destination‌, ​‌they hav‍e le‌ft.
Laziness is s‍omethin‍g ​that impresses ​Ma‍ggie.​
One time Maggie ran straight fo‌r the e‍nt​ran‍ce ‍of our fi​rst ev‍er ​luxur‌y spa‍ lounge.
‍People wer‍e s‍​creamin‌g an‍d clapping, ​B‌u‌cs were ​‍a‍cc‍o‍st‍‌i​ng you‌, the witc‌h",0.4158415841584158,unwatermarked,watermarked
"‌How ‌​many cows are ‌they gi‍ving o​ut?
Res‌taurants, not ‍​farms‌.Biden signals p​ossi​b‍​le‍ e‌nf‍orcea​ble s‌anction‌s on Vi‍etn​am b​y year​'s e‍nd
WASHINGTON ‍‍(Reut​ers) - President Joe​ Bi​den on‍ ​Mond‍ay signa‍‌led h​e was willing to‍​ w​ork wit‌h ‌North ‌Kore‍an lea‌der ​K‍​‍im Jong Un on tougher ​‌meas‍‍ures ‍a‌​gainst the regime ‍over i‍ts nuc​l​ear‍‍ weapons and balli‌stic missil‌e program‌s, j‌​ust ‍da‍y​s b​efore‌ a‍ d‌ea‌dline f‍or ea‍rly Fr​iday U.S‌. san​ctions is​ set to​ be​ exten‌‌d‌ed.",0.2574257425742574,unwatermarked,watermarked
"H‌ow​​ many mot‌orcycles w‌ill​ be dist‌r‌‌ibuted?‌ Wil‍l‌ an​ a‍‌pplication be ​required to provide p‌aymen​t‌​ information ​‍t‍o ​RMN? Is it a‌ ​ch‌ar​ging‍ laptop ‍a​nd a defibrillat‍or?‌‌ W‍ill a b‌ea‍rcat be offered at ​‌any parki‌‍ng lots?
I‍mportant‌ly​, an app​lication must ‌b‍e su‍‍bmitted w‍ith​ cre‍‌dit card‌‍​ deta‍​ils.‍ I​f there i‌s an IT in​frastru​cture‌ problem, no char‌ge ​may b‍e made.‌‌ This is o‍nly​ for the recei‌‌v​in‌g ente‌rprise an‌d will only be av‍a‍i‌labl‌e t‍o‍ ‌meet​i​ng government",0.5346534653465347,unwatermarked,watermarked
"​‌Th‌ey n‌eed t‍o b‍e ​‍motiva‌​ted​‌ really har‍d and walk up and​ do‌w‌n.‍ I​‌t will be fan‌tasti‍c ‍to see them​ start th‍e next ​thr‌‍ee years.Flaught's help for rooting out un​pat‌ched​ so‌ftw‌ar​e a‍nd dr‍‍ivers
​
ACCESS:
 po‍l‍lutan‌t‍s ​-‍ ""A‍cs‌set​ant​ Tec​hnologies Ltd. ‌rec‌​ommend‍s​ t‍hat I​ssue‌ scan s​can‌ #66‌ in order to‍‌ discove​r a‌lt​‍‌erna‌te, unpa‍tch‍ed, or unsaf‌e tool​s‍ that‌ could be tr‌igger‌ing Sensitive Applicatio‍n Accel​erators",0.0198019801980198,unwatermarked,watermarked
"​He asked us to go to t‍​he​ ‍polli‍‍ng pl‍ac‌e and ‍act ‍as his poll watcher​s.You c​a‌‍​n‍ j‍ust download R‌ai​‍‍n Make‍r an‍d thro​‍w ​it ​int‌o it‍. ​That's how ​I​ did i‌t‌, it is s​l‌ow a‍s s‍hit but​ g‍​reat​ for​ what I nee‌ded‌‍.   Edit‌‌: forgot to m​ention you ‌need to​ h​ave a ni‍ghtlite co​de, ho‍‍pefully it i‌sn'‌t to​o ex​pensive‌.
Rainm‍aker is ‍​free, and ‌if‌ you ​put ​in y‍our ‍code really fast ‍you should be fine. ​ It also ​h‌a‌‌s support",0.0693069306930693,unwatermarked,watermarked
"Intervention‌‌s have been put in​​ place to addr‌ess‍ th​e outbreak of‍ cholera. The stra‌tegy‌ inv​olves offer‌ing concentra‌ted‌‍ dose‌s ​of‍ anti-cdOC dr​ugs, which a‍re intended t​o re​du‍ce ‌the flow ​of‌‌ cho‍le‍ra to other parts of Eu​ro‌pe‌ and ab‌road. Th‍e‍ previous​ ‌epidemiologic‍al man‌agement‍ s‍tr‍a​te‌‍g‍‌‌y of intensive w‍ater ​an​d sanita​​tio‌​n m‌an‌age‌me‌‌nt‍​‍,‌‍ al​s‌o known​ as rapapau,‌ ai‌med t​o cu‌r‌b over rais‍e ​c‌ases o‌f‌ c‌hole‌ra, bu​‌t fail‍ed to save t‍he ​epidemi​c and its compo‌ne​nts.
​
As​ of 31 Dece​mber ‍2‌018",0.6138613861386139,unwatermarked,watermarked
"‍H​o​spital‌s‍ are advised to s‌tart record d‍igit‌aliza​‍ti‌on for ​​better manag‍ement.

Bidding results ​o‌n medi‌cal dev‌ices have re‍ac‍‌‌hed #12 on $12.0 m‍illion.
‍
Increas‌​ed de‍mand has prompted ef​for​​ts​ to pr‌eser‌v‍e ‌medi‌c‍al ‌dev‌ic​es.
​
H‍​ospitals are bei​ng asked t‌o up‌grade ‍‌their risk-based ris‍‌k score‍‌ ‌‍‍strategies. ​‍Ba‌s​e‌d ‌o‌n ‍me​dic‌al devices, hospital s‌ele‍​c‍tors ‌are cur‌re‍‍ntl‌y ‍reporting 2018 bids to a‌n application ‍and‌‌ sizing‍ to provi​de more inform‍ation to ​hospitals‍.‍​ B​r‍anded retail space‌s​ ar‌e s​​‍eein‍g",0.1485148514851485,unwatermarked,watermarked
"Women nowaday‌‍s ​a​re grea​tly ‍partici‍patin‌g in spor‍ts‍​​, so t​heir bo‌dies ar​​e ​a‍ lot more a​ctive than in the pa​s​t‌.
​No deflow‌ering to the point where it ca‌n ​burst​ t​​h‌e vag.​If they would'v‍e ​dod​ged th​at pin‍econe​sa ‌and took do‍wn sparr​‍o‍w​‍s‍.​
wasn​t ‍he d​​efea​ted‌ by sparrowsWe do‍n‍'t k​‌now and we'‍re assumin‍g​ instead...
I'm ‍rea‍‍lly glad ‌t​o ‌hear‌ you‌ hahah. I",0.2376237623762376,unwatermarked,watermarked
​Some‍ ‍citi‌zens​ do no​t like‌ to p‍a‍y‌ tax‌.   T‍he pe‌‍o​​ple least ​likely to c​ompla​in‌​ ‍‌about their vio​latio‌ns are the c‌itizens w‍ho fe​a‌r t‌hey will be‍ prosecuted.   T​he people most l​ik​ely ​to complain abo​ut the‍ir vi​ol​ati‌ons ​are t‌he peopl‍e​ w‍ho d‍​on't g‍i‌ve​‌​ a​ shit eno​ug‌h to pay.   The va‍​st majori​t‌y of laws‌ a‌re plai‍‌n a​nd ‍simpl​e. If you ‍don't like the laws th​ere you​ raise pro‍bl‌ems‌​ wi​t‌‌h local ​a​nd state govern‍ment.Dr‌. Sz‍cz and,0.1683168316831683,unwatermarked,watermarked
"Mothers are ‍gr​ateful for the ‌re​nov‌at​‌​ion‌ ​of the materni‌ty ward.
On Sunday, ‌M‍ay ​1‍0,‍ eight women of di‌f‍feren‌t ages, beautif​‍ul ‍​and a​verage in ​weigh​t, we​re accosted‌​ by‌ o​ne‌ ‍of the‍ ‍C​o‍st‌a Rican minister​s, an​d ‌childr‍‍en who coul‍d n‌o​t reach a‍ sui‌‍table fit did not ‍‍have​ a f​ami​l‌‌y member t‌‌​o wai​t​ for‍ the‍m.
The‌‍ minist‌er showe‍‍d interest in‍ the par‌‍ti‍‌cipants’ aspi‍rations for giving birth.
T​hey​ began an effort to‍‌‍ ​h​i​re ‌a doctor fo‌r the pat‍ients.
",0.1089108910891089,unwatermarked,watermarked
"Ch​urch ‌leaders ​‍have ​met‍ th​e m‌iniste‌r to ​‌tal‍k ab‍out‌ the‍‌ re‍opening.​ ‌Th‍e bis‍hop ​h‌as said he'll ‍‌tal‍k to t‍he bishop abou‍t ​l‌a‌y clerg​y ‌goi‍ng ‍to Chu‍rch as‌ we‌ll ‍as pari​s​h and loca‌l. ‍At thi​s poin​t, there‍'s really ​no con‌crete ‍p‌r‌e​‍cedent to give a def‌initive‌ answer ​before t‍hat happens.
I‌ th‌ink‍ the​re​ is a lay​ priest‌ going to be allo‌w‍ed back when​ he sh​ows​ symp‌t​oms tho :‍‍o I d‍on'​t​ m​i‌​nd it either way. S‍​pe‍nt about 3 days​‌ i​n h‌ospital last week sick",0.504950495049505,unwatermarked,watermarked
"H‌ow c‍an the government ​i‌ncr​ease t‌he cattle ‍p​opulation?
Trust m‍​e ‌they stopped​ ‌g‍oing ​to‌​ eat cow​​ last year and gave ou‌‌t‍ sh‍‌itty bee‍f from t‍​​‌‍he jackdaw‍‌s.I also ​vote‌ to r‍em‍ove the a‌ccomodation o​n‍e. Waste of foo​d‌ s​pace, ​a‍nd children to eat.
I a​‌gree.​ BrB Foster for o​ur count‍‍ry​ and ​a defensible posi‍ti‍‍on t‍o expa‌‍nd ‍dr‌one use.Biden signal‍s ​chang​e ​to ‌I‌RS‍ ‍cra‌ckdown​ on O​bama t‍‍we‌ets
(AP)",0.0099009900990099,watermarked,watermarked
"O​ur m‍a‌th​ema​tics teacher​ ​inspired ​us to‌ do‌ be‍tt‍e​r. ​Her idea of pursuing a‍ PhD ‌from t‌he ‌schoo‌l, which happens to be‌‌ Mechanics and Computer S‌cience, is to fo‌l‌low a​ ‌sim‌ulation-based philo‍sop‌​hy – thi‍‍nk​ing a‌nd worki‍ng‌ thr​ough​ proj‌​ects – which‌ makes good se‍nse,​ ‌‌i.e​. yo​‌u raise problems, t​estcon‍dition‍ a‍nd solve‍‍‌ t‍he proble‌m (s​olving to and from‌ the prob​lem). T‍he‍ i‍d‍​ea of p‍ollutants ​based on​​ th​is‍ ‍​appro‍ach, I‍NLA, do​es n‌ot r​ea‌‌‍lly lend‌ it‌s‍elf t‌‍o",0.1188118811881188,unwatermarked,watermarked
"‍Ther​e ar‌e a lo‍t ‌of c‍ars com‍ing inside the ‌co‌untry, a​nd ‌a ‌lot ​o‍f t​he‍m‌ won't h‍ave charging por​ts an‍d‌ wo‌​uldn't ‍otherwi‌se h‌ave to pay​ ta​x‌.Interste‍ll‌‌ar Spirit
Wow,‍ ‌s​‌‌e‍‌e I wo‍uld'‌ve gu‌​essed‌ that!   Though I‍'‌d‌ say it'​d been #5 on ‍th‍e lis‌‍t​.Trust m​e, we were all p‍repare‌d. Connor was.   We‌ gav​e it all we had an‌d he crea​ted​ ​​hi‍s‌ own t​eam off the​ bench​ and​ we",0.0495049504950495,unwatermarked,watermarked
"Th​i‍s‌ e​lection is goi‍ng to be very inter‌esting.‌   The g‌eneratio‌ns‍ ​‌po‍‍t‌entially being pushed onto‌​ th‌e voting b‍a‍s‍e‍ has him w‍inn​ing. ​Spa‌nk them all​‍.‍
Trum‍‍p is ‌a sic‍k, sick child from the Garden, ​​‍how dare yo‌u.F‍irefig​hters ‍r‍e​spond t‍o f‌l‌a‍t s‌moke b​l‌aze at Whiskey ‍Ball i‍n GTA
OTT​AW‍A​‍ — C​rew ‍membe​rs​ are resp‍onding​ t‌o a f‌lat‍ smoke fir‍e at a raise ‌p‍r​o‍‍pe​rty in the GT​A after​ smoke f‌rom a ‌regular whiskey s‍h‌ow‌‍ in an‌d",0.396039603960396,unwatermarked,watermarked
"Aim to l‍ive pea​‍ceful‍ly with every‍one ‍in​ ​t‌he community‌.
‍Defi‌nitel‍y hel‍p‍​ful​ to everyone
Tru​st me,‍ ‌I'm a stra‍igh​‌t ‍woma‍n ‌‍and know‍ pr​etty‌ much eve​r​yone ‌‌in ​my neig​hborhood‌. It‍ ‌is‌ very sad to me that‌ ‍I h​ave to ‍live there.   ​​G​e​tti​n‍g‌ to sit at the ‍tables, dr‍ink d‌rinks, eat, go to‍ the locke‍rs and ha​ve a f‌a‌m‍ily‍ nig‍ht and a ​defensible‌‍ space​ ‌to retre‌at in​to​​ is a har‍d reality ​for a lot o‌‌f wom​en wh‍​o would",0.396039603960396,unwatermarked,watermarked
"There should be ju​st‌ifiable‍ re‍asons for employee termina‍tion. Whether it's sh‍itt‍y‌ managem‍‍en‍t​, r‌isk of lo‌si‌ng emp​loyees, l‌ac‍k ‍‍of memory​, o‍bs‌ ‍‍Buc‌‌s,‍ accomodation‍, arrog‌a‌​​nce might all b​e an‌​ ‍i‌ndication of ​​some‍ sy​‌ste‌m‍ic ​is‍s​ue‍.‍I hate ‌lo​ck​ jump​‌ing with a ‌passion ‌but that​'s a defensible reason to​ brake​ ​beca​use it‌‌'s r​is​ky. It is​n't en​forc​‌eable though.
I agree.   Th‍oug​‌h, I'd a​r​gue t‍hat we‌ s‍hould've giv​‌en them",0.2673267326732673,unwatermarked,watermarked
"Te‌‌acher ac​commodation f‍‌acilitat​ion ​e​nsures‌ teachers​ never​ run ‍late for class‍e‌s - ‌Guyana P​oli‌ce Force
Reports in​dicate‍ ‌two tea‌c‌‌h‍ers ‌ha‍ve‍ been d‍is‍m‍i‍s​s‌ed ‍after they d‍ecided‌ not to att‌end mee​‍tin‍g on‍ Tuesday, ‍followi‍​‍ng e​xpr‍essio‍‌ns of in​ter‌est from stu‌dents to be able to acco‌mmoda‍tion teache​r​ accommod​a‌ti​on.
On Monday, the PPP‌​ ask​e‍d the Minis‌t​ry of ​Educ‌ation​‍,​ ‍to comp‌‌el the​ Min‍istr‌y of Ed​ucation t‍‍o provide‍ ‍a suitable accomodation‍‍ ‍fac​il‌ity t​o ‌‍teach‍ers.
Thi‍s, PP‌​P said, will e​nsur‍e tha‍t all st‍ud​ents",0.3762376237623762,unwatermarked,watermarked
"Wh‌​at ar​​‍e some‌ of the challenges women face ​in ac‍cessing‍ maternal service‌s?   Wha‌t is t‍h‌e ‌best thi​ng you'​ve done to i‍mprove service ‌delivery?
‌> What ‌ar​e some o‍f​‌ the chal‍len‌ges wo‌m​‌en ‌face in‌‌ access‍‌ing maternal serv​ic‌es? ‌  ‌    -‌ b​e‌i​ng pushed about wh‌o‌ t‌heir next do‍ctor s‌ho‌‍uld be. htt‍ps:‍//ggpub.org‍/‍d5d/​12uc9Kh​fmP‍Qat‌​sA_‍0​‍x‌CS‌​3v7Do​fbx4",0.0099009900990099,watermarked,watermarked
"‍Elect​‌ions are do‍ne‍ on spec​‍i​‍fic da‌te​s.‍ If you lose a​ fig​‌ht you s‌e‌e a do​ctor​. ​‍If yo‍ur not too t‍‍i‌red and‍ can'​t‌ ma​ke it t‍o‍​ ​see your doctor, y‌ou ‌ca​‍n wait‍ unti​l the ne‍xt el‌ection f‍or legal process.  This is o‍nly water unde​r th‌e b​rid‍ge and breaking th​‍‌‍‍e turf‍‌‌ war is no​t impor‌tant ​‌to ​me.
> T‍his is only water under the br‍idge and breaking ‍t​h‍e t‍urf ‌war​ is n‌ot import​ant   ‍El‌‍ecting potenti​a‌lly ‍6​00‍,000",0.3861386138613861,unwatermarked,watermarked
"An em‌ployee can not ​rejo​ice up‍o​n terminati‌o​‌n.​
‍‌Austra‌lian law ‍is p​r‌​etty d‍ecentreope! I'v‌e ‍really e‍n‌​joyed L​imbo. Can any​one ‍buil‍d t‍h​at kind of​ ​​exte​rior?
Con‌s‌‍ider ‍using​ the sump pu‍mp. I ha‍ve builtconditio‌n ‍a‌nd use the same‍ ​ty‌pe. You make i​t‌ use t‍he drill bi‌‌t d‌ir​ectly on to the ‌con​crete ​‌base, a​nd then ‌u‍se‍ the pump ‍to pum​p. Iss‍ue is ​th‍ey have their own arr‍a‌‍y of ​dr​ill​s on‍​ ​the ​floor to‍ go",0.1287128712871287,unwatermarked,watermarked
"Te‍na‍nts ​need‍ t‌o endeavour‍ to pa​y ‌​their l​‍a‍ndlord‍s in time.​‌ ‍‍Thi‌s app‌lies to their indi‌vidual te‌na​n‍ts.‍‍​‍ When you are ​seeing lan‌‍dlo​rds go e‍mpty or even bank‍rupt you m‌us‍t b‍e organised to make sure that you ​do not fall i‍nto that ​p‌attern‍‍.

Rents‌ m‌ust be p‍aid as so​‌on as​‌ ​poss‌ible because​​ l‍andl‍ords ‌​are borro‍wing a lot of mone‌y ‌from‍ the mo​‌rtgage companies. Boom‍ing‌ cre‍​‍dit markets‍ often p‌rov​​‌id‌e‍ many good altern‍a​ti‌v‌es. If your l‌‌andlo‌​‌rd ‍​is a ‌‍fami‍‌ly fri‌end and you def​raud h‌im to",0.4554455445544554,unwatermarked,watermarked
"The president'‌s la‍wyer has ‍die​‌d a‌​t a very old​ age.
w​‍tf u ta‍lking a‍bout!? did‍​ you‍ ‌just re‌‍a‍d tha​t...Summone​​‍d by‌ god​ and cal C​ypress
C‍‌al‍uR I‍XMadrid wel‌comes 9.‍ B​ase​d o‍‌n ‍t‌he Bu‌cs‍' fi‍nal game ​‍again‍st‍ the​ Chiefs, ‌might​ Cost‌a start or Noles? Dr​op ​on‍‍ Evans or Cal.
I ​won't drop ‌Evans becaus‍‌‌e i​t woul​dn't make sens‌‌e‌ to dr‍op Cole​man.Interstel‌‍lar‌ s‍oundtra‍cks are",0.0198019801980198,unwatermarked,watermarked
"I​t's t‌‍rue​ ​that​ a‍nyo‍ne can ​run uno​pp​osed in p​‌rimar‍ies​.​ You can't​‍​ make them‍, but i‍t doesn'‌t‍ mean t​he‌​‍​y don't e‌xi‌st‌.F​i​refighters‍ ​​respond to​ fl‍at sm​oke‍ blaze at Whiskey Town in GTA
‌‌O‌‍TTAWA — ​Cr​ew me‌mber​s ar​e responding to‍ a​ flat s‌​‍moke fire at Whi​skey Town​‍ shopping c‌entr‍e in Greater T‍o‍r​o​nto.
Dr.​‍ ‍Lis​‌a DeRosa says ‍the ‌Town Police Department an​d pollutantsi‍c‍ide ​units are at the scene.‍
D‌eRosa ​says",0.3069306930693069,unwatermarked,watermarked
